user_id,signup_date,user_type,subscription_tier,num_interviews,avg_score,baseline_hazard,time_to_churn,churned,time_observed,last_active_date
15,2025-09-24,recruiter,free,5,95.87381364622426,0.0048,41.745121311849545,1,41.745121311849545,2025-11-04 17:52:58.481343796
16,2025-09-21,job_seeker,free,8,75.65598502085535,0.0048,693.8274554386012,0,120.0,2026-01-19 00:00:00.000000000
17,2025-09-04,job_seeker,free,3,71.49945354982654,0.015,57.65472876990961,1,57.65472876990961,2025-10-31 15:42:48.565720189
18,2025-09-08,job_seeker,free,5,70.2379270439296,0.0048,153.8283006732346,0,120.0,2026-01-06 00:00:00.000000000
19,2025-09-24,interviewer,premium,5,61.839316192273905,0.002064,4.293477909221789,1,4.293477909221789,2025-09-28 07:02:36.491356763
20,2025-09-03,job_seeker,free,4,66.93618298211189,0.015,44.331895346590485,1,44.331895346590485,2025-10-17 07:57:55.757945419
21,2025-09-22,job_seeker,premium,3,88.63333296436396,0.00645,281.8802877974976,0,120.0,2026-01-20 00:00:00.000000000
22,2025-09-21,recruiter,premium,3,50.149799904806514,0.00645,38.45050373143208,1,38.45050373143208,2025-10-29 10:48:43.522395733
23,2025-09-02,interviewer,free,5,75.84123988376763,0.0048,90.13384197003013,1,90.13384197003013,2025-12-01 03:12:43.946210600
24,2025-09-24,job_seeker,free,5,75.33545600231227,0.0048,4.330417632222987,1,4.330417632222987,2025-09-28 07:55:48.083424067
25,2025-09-12,interviewer,free,6,76.42079200187574,0.0048,785.2321799459932,0,120.0,2026-01-10 00:00:00.000000000
26,2025-09-30,interviewer,free,6,83.72901250108222,0.0048,14.37019582611065,1,14.37019582611065,2025-10-14 08:53:04.919375964
27,2025-09-06,job_seeker,free,6,75.73393516282769,0.0048,476.0318125876934,0,120.0,2026-01-04 00:00:00.000000000
28,2025-09-02,job_seeker,free,6,69.55248681214782,0.0048,78.2089799230601,1,78.2089799230601,2025-11-19 05:00:55.865352392
29,2025-09-28,job_seeker,free,7,67.12052690173459,0.0048,184.51162805063828,0,120.0,2026-01-26 00:00:00.000000000
30,2025-09-21,job_seeker,premium,2,90.58012515777878,0.00645,176.32521393061586,0,120.0,2026-01-19 00:00:00.000000000
31,2025-09-01,interviewer,free,5,87.49262373066965,0.0048,31.622396458357972,1,31.622396458357972,2025-10-02 14:56:15.054002131
32,2025-09-12,recruiter,premium,3,109.53165023533549,0.00645,90.93865187205282,1,90.93865187205282,2025-12-11 22:31:39.521745361
33,2025-09-26,job_seeker,free,1,71.62813885580881,0.015,26.248889700766235,1,26.248889700766235,2025-10-22 05:58:24.070146199
34,2025-09-22,job_seeker,premium,8,67.34144391234442,0.002064,28.23038840442353,1,28.23038840442353,2025-10-20 05:31:45.558142190
35,2025-09-29,job_seeker,free,0,80.438002755606,0.015,119.3947831049843,1,119.3947831049843,2026-01-26 09:28:29.260270643
36,2025-09-12,job_seeker,free,4,80.14819790235666,0.015,3.0813076790370184,1,3.0813076790370184,2025-09-15 01:57:04.983468796
37,2025-09-25,interviewer,free,3,82.6362609465934,0.015,70.61161163882366,1,70.61161163882366,2025-12-04 14:40:43.245594367
38,2025-09-17,job_seeker,free,3,85.16557052827638,0.015,25.132696748857825,1,25.132696748857825,2025-10-12 03:11:04.999101313
39,2025-09-27,job_seeker,free,2,82.52008334524008,0.015,14.223552779327267,1,14.223552779327267,2025-10-11 05:21:54.960133878
40,2025-09-27,job_seeker,premium,3,87.90037927179846,0.00645,170.52267206433962,0,120.0,2026-01-25 00:00:00.000000000
41,2025-10-01,interviewer,free,8,89.49606372702584,0.0048,178.03728555861647,0,120.0,2026-01-29 00:00:00.000000000
42,2025-09-10,job_seeker,free,6,89.71013659837752,0.0048,78.89804355616138,1,78.89804355616138,2025-11-27 21:33:10.963252344
43,2025-09-28,interviewer,premium,4,47.863944597381646,0.00645,111.5365209442594,1,111.5365209442594,2026-01-17 12:52:35.409584012
44,2025-09-28,job_seeker,premium,6,77.78857083085128,0.002064,136.95611349785943,0,120.0,2026-01-26 00:00:00.000000000
45,2025-09-16,interviewer,free,5,63.92147773746545,0.0048,415.1814502457879,0,120.0,2026-01-14 00:00:00.000000000
46,2025-09-15,interviewer,free,1,87.66537318842438,0.015,25.10756783488932,1,25.10756783488932,2025-10-10 02:34:53.860934435
47,2025-09-30,job_seeker,free,3,47.612379658808514,0.015,18.749349228323652,1,18.749349228323652,2025-10-18 17:59:03.773327167
48,2025-09-30,job_seeker,free,3,92.6307033327989,0.015,92.9104158396292,1,92.9104158396292,2025-12-31 21:50:59.928543962
49,2025-09-15,recruiter,premium,3,64.62360342758817,0.00645,2.7517945786814466,1,2.7517945786814466,2025-09-17 18:02:35.051598072
50,2025-09-30,recruiter,premium,9,61.87363632022159,0.002064,151.15832974285848,0,120.0,2026-01-28 00:00:00.000000000
51,2025-09-19,job_seeker,premium,2,79.2749918483709,0.00645,72.9668499700967,1,72.9668499700967,2025-11-30 23:12:15.837416354
52,2025-09-12,job_seeker,premium,3,70.52075091202977,0.00645,331.64175441766383,0,120.0,2026-01-10 00:00:00.000000000
53,2025-09-23,recruiter,free,5,96.35267169125092,0.0048,625.9599153988756,0,120.0,2026-01-21 00:00:00.000000000
54,2025-09-20,job_seeker,premium,4,91.35639776553114,0.00645,195.4209985608756,0,120.0,2026-01-18 00:00:00.000000000
55,2025-09-25,job_seeker,premium,3,68.86998357026309,0.00645,105.16607638855953,1,105.16607638855953,2026-01-08 03:59:08.999971540
56,2025-09-03,recruiter,free,3,87.50981952246964,0.015,68.22528432363622,1,68.22528432363622,2025-11-10 05:24:24.565562167
57,2025-09-05,job_seeker,premium,0,68.45655719636697,0.00645,82.85849365655467,1,82.85849365655467,2025-11-26 20:36:13.851926326
58,2025-09-19,job_seeker,free,2,68.35302449500786,0.015,23.66659774007967,1,23.66659774007967,2025-10-12 15:59:54.044742886
59,2025-09-07,job_seeker,free,7,83.57021709675514,0.0048,626.9977503440854,0,120.0,2026-01-05 00:00:00.000000000
60,2025-09-21,job_seeker,premium,4,92.47009308562983,0.00645,19.009095806166265,1,19.009095806166265,2025-10-10 00:13:05.877652768
61,2025-09-09,job_seeker,free,3,69.70712978625421,0.015,28.34999297867717,1,28.34999297867717,2025-10-07 08:23:59.393357710
62,2025-09-07,interviewer,free,11,70.62085471797428,0.0048,477.8158212405916,0,120.0,2026-01-05 00:00:00.000000000
63,2025-09-18,job_seeker,free,2,78.61445662910066,0.015,85.616565528199,1,85.616565528199,2025-12-12 14:47:51.261636393
64,2025-09-04,job_seeker,free,6,64.27211430636483,0.0048,6.152770297804329,1,6.152770297804329,2025-09-10 03:39:59.353730291
65,2025-09-25,job_seeker,premium,11,93.78492467791503,0.002064,11.32299032231518,1,11.32299032231518,2025-10-06 07:45:06.363848033
66,2025-09-28,job_seeker,free,3,64.15736869726038,0.015,48.448649351551026,1,48.448649351551026,2025-11-15 10:46:03.303974006
67,2025-09-14,recruiter,free,5,67.40167481356805,0.0048,137.9456360095329,0,120.0,2026-01-12 00:00:00.000000000
68,2025-09-18,job_seeker,premium,6,96.20686885247443,0.002064,283.5149458565914,0,120.0,2026-01-16 00:00:00.000000000
69,2025-09-26,job_seeker,free,4,77.57506114666202,0.015,24.001919533790133,1,24.001919533790133,2025-10-20 00:02:45.847719464
70,2025-09-09,recruiter,free,3,98.32300114583528,0.015,287.6929528754598,0,120.0,2026-01-07 00:00:00.000000000
71,2025-09-26,job_seeker,free,10,72.3686697517864,0.0048,66.13267030264541,1,66.13267030264541,2025-12-01 03:11:02.714148562
72,2025-09-21,job_seeker,premium,2,105.23422583846826,0.00645,104.40672752394781,1,104.40672752394781,2026-01-03 09:45:41.258069089
73,2025-09-02,job_seeker,free,4,82.38779976595377,0.015,34.60094802467702,1,34.60094802467702,2025-10-06 14:25:21.909332092
74,2025-09-20,job_seeker,free,7,65.97076856865701,0.0048,38.88127845032369,1,38.88127845032369,2025-10-28 21:09:02.458107967
75,2025-09-28,job_seeker,free,6,65.7859485759037,0.0048,47.171342692074425,1,47.171342692074425,2025-11-14 04:06:44.008595228
76,2025-09-15,job_seeker,free,7,57.513505070386934,0.0048,521.8197582521915,0,120.0,2026-01-13 00:00:00.000000000
77,2025-09-28,interviewer,free,5,58.826220647887126,0.0048,407.0625090441853,0,120.0,2026-01-26 00:00:00.000000000
78,2025-09-07,job_seeker,free,7,67.08562098660767,0.0048,46.239509703672624,1,46.239509703672624,2025-10-23 05:44:53.638397312
79,2025-09-12,job_seeker,free,1,63.100818725002576,0.015,138.98377553746445,0,120.0,2026-01-10 00:00:00.000000000
80,2025-09-29,interviewer,premium,6,44.064825692706094,0.002064,113.70767865353822,1,113.70767865353822,2026-01-20 16:59:03.435665700
81,2025-09-08,job_seeker,free,5,85.09825190257118,0.0048,205.2002714258277,0,120.0,2026-01-06 00:00:00.000000000
82,2025-09-15,interviewer,premium,15,84.30405265087265,0.002064,41.07289325046276,1,41.07289325046276,2025-10-26 01:44:57.976839985
83,2025-09-03,job_seeker,premium,6,78.70052252370941,0.002064,1028.7541224147726,0,120.0,2026-01-01 00:00:00.000000000
84,2025-09-14,job_seeker,premium,3,61.380402996566914,0.00645,8.197489198827752,1,8.197489198827752,2025-09-22 04:44:23.066778721
85,2025-09-17,interviewer,free,2,94.76150530506375,0.015,53.97017775260804,1,53.97017775260804,2025-11-09 23:17:03.357825331
86,2025-09-04,job_seeker,free,5,72.86198291644114,0.0048,315.1702796637797,0,120.0,2026-01-02 00:00:00.000000000
87,2025-09-18,job_seeker,free,7,65.00120633418284,0.0048,25.883944668311468,1,25.883944668311468,2025-10-13 21:12:52.819342113
88,2025-09-08,job_seeker,free,3,77.7910335881199,0.015,34.55471698106223,1,34.55471698106223,2025-10-12 13:18:47.547163774
89,2025-09-04,job_seeker,free,3,77.1028700585845,0.015,2.8570312286510147,1,2.8570312286510147,2025-09-06 20:34:07.498155446
90,2025-09-02,interviewer,premium,4,44.96699540114483,0.00645,177.99585991064546,0,120.0,2025-12-31 00:00:00.000000000
91,2025-09-30,job_seeker,premium,2,74.62865550175331,0.00645,56.9572490713292,1,56.9572490713292,2025-11-25 22:58:26.319762842
92,2025-09-06,job_seeker,free,3,76.44646830563649,0.015,54.64047011666119,1,54.64047011666119,2025-10-30 15:22:16.618079527
93,2025-09-22,job_seeker,free,5,70.4551059114702,0.0048,562.3072204946534,0,120.0,2026-01-20 00:00:00.000000000
94,2025-09-10,interviewer,premium,7,59.14254166822581,0.002064,176.8793042803455,0,120.0,2026-01-08 00:00:00.000000000
95,2025-09-04,job_seeker,free,5,59.496064699933584,0.0048,10.385327158144616,1,10.385327158144616,2025-09-14 09:14:52.266463693
96,2025-09-22,recruiter,free,7,81.16878516982776,0.0048,234.5549078130951,0,120.0,2026-01-20 00:00:00.000000000
97,2025-09-29,job_seeker,premium,2,84.13921179528232,0.00645,239.6461308414413,0,120.0,2026-01-27 00:00:00.000000000
98,2025-10-01,interviewer,free,6,69.62388606123324,0.0048,659.78354598964,0,120.0,2026-01-29 00:00:00.000000000
99,2025-09-18,recruiter,free,4,79.58781278451306,0.015,11.449253640378537,1,11.449253640378537,2025-09-29 10:46:55.514528702
100,2025-09-26,interviewer,free,2,69.50498093887386,0.015,33.18737089972731,1,33.18737089972731,2025-10-29 04:29:48.845736438
101,2025-09-12,recruiter,premium,6,64.76113196708239,0.002064,900.5814254365969,0,120.0,2026-01-10 00:00:00.000000000
102,2025-09-02,job_seeker,free,3,77.57396263306387,0.015,109.62659705827447,1,109.62659705827447,2025-12-20 15:02:17.985834916
103,2025-09-10,job_seeker,free,3,61.21085997295778,0.015,65.35230806051241,1,65.35230806051241,2025-11-14 08:27:19.416428271
104,2025-09-30,job_seeker,free,4,97.72540907798458,0.015,20.923074144708625,1,20.923074144708625,2025-10-20 22:09:13.606102823
105,2025-09-04,job_seeker,free,4,57.74983544602354,0.015,22.27496012364132,1,22.27496012364132,2025-09-26 06:35:56.554682608
106,2025-09-14,job_seeker,free,5,78.40592837075116,0.0048,27.581793035895714,1,27.581793035895714,2025-10-11 13:57:46.918301388
107,2025-10-01,job_seeker,premium,4,76.80287199071579,0.00645,395.2205011839161,0,120.0,2026-01-29 00:00:00.000000000
108,2025-09-16,job_seeker,free,6,75.7377081686684,0.0048,39.55578658016463,1,39.55578658016463,2025-10-25 13:20:19.960526221
109,2025-09-15,job_seeker,premium,4,92.80072075228115,0.00645,131.89236124093105,0,120.0,2026-01-13 00:00:00.000000000
110,2025-09-08,recruiter,free,7,42.765464789449126,0.0048,182.89898501793027,0,120.0,2026-01-06 00:00:00.000000000
111,2025-09-14,job_seeker,free,9,79.9407852658669,0.0048,96.12695246112303,1,96.12695246112303,2025-12-19 03:02:48.692641027
112,2025-09-23,interviewer,free,3,71.7194700314676,0.015,28.9776664680155,1,28.9776664680155,2025-10-21 23:27:50.382836539
113,2025-09-28,interviewer,free,4,82.00770954616648,0.015,73.62628183882953,1,73.62628183882953,2025-12-10 15:01:50.750874868
114,2025-09-25,recruiter,free,3,75.65618730981912,0.015,32.76731201043311,1,32.76731201043311,2025-10-27 18:24:55.757701419
115,2025-09-30,interviewer,free,4,74.09975544304238,0.015,19.635064199060693,1,19.635064199060693,2025-10-19 15:14:29.546798844
116,2025-09-08,interviewer,free,5,60.51222401133942,0.0048,106.1207306729392,1,106.1207306729392,2025-12-23 02:53:51.130141946
117,2025-09-21,recruiter,free,2,66.9223499950733,0.015,109.90009612014929,1,109.90009612014929,2026-01-08 21:36:08.304780899
118,2025-09-16,recruiter,free,5,112.57811858343294,0.0048,707.4097742621838,0,120.0,2026-01-14 00:00:00.000000000
119,2025-09-13,job_seeker,premium,10,82.11722515131233,0.002064,489.56622634187073,0,120.0,2026-01-11 00:00:00.000000000
120,2025-09-18,job_seeker,premium,5,87.63111809246455,0.002064,738.2386924001705,0,120.0,2026-01-16 00:00:00.000000000
121,2025-09-15,job_seeker,free,5,70.77723811652211,0.0048,158.55230464791,0,120.0,2026-01-13 00:00:00.000000000
122,2025-09-21,job_seeker,free,7,64.7326875770813,0.0048,204.2411964803811,0,120.0,2026-01-19 00:00:00.000000000
123,2025-09-24,interviewer,free,5,84.31713329337583,0.0048,922.9367134146829,0,120.0,2026-01-22 00:00:00.000000000
124,2025-09-26,interviewer,free,7,52.155380770226984,0.0048,120.20812871419956,0,120.0,2026-01-24 00:00:00.000000000
125,2025-09-25,interviewer,free,3,67.19113800746337,0.015,4.570104850204178,1,4.570104850204178,2025-09-29 13:40:57.059057642
126,2025-09-28,job_seeker,premium,3,70.74509454315239,0.00645,487.86295437999195,0,120.0,2026-01-26 00:00:00.000000000
127,2025-09-28,recruiter,free,6,86.33986924042384,0.0048,328.19472891542506,0,120.0,2026-01-26 00:00:00.000000000
128,2025-09-28,interviewer,free,4,79.96455256345571,0.015,33.867568523725,1,33.867568523725,2025-10-31 20:49:17.920449840
129,2025-09-13,interviewer,premium,4,69.32520325640868,0.00645,626.2907553895627,0,120.0,2026-01-11 00:00:00.000000000
130,2025-09-09,recruiter,free,2,79.42767614522815,0.015,28.26255450036259,1,28.26255450036259,2025-10-07 06:18:04.708831328
131,2025-09-29,interviewer,premium,2,71.36217793227989,0.00645,72.15605050380249,1,72.15605050380249,2025-12-10 03:44:42.763528536
132,2025-09-15,job_seeker,free,3,87.84045310721189,0.015,62.7279959349244,1,62.7279959349244,2025-11-16 17:28:18.848777468
133,2025-09-13,interviewer,free,4,77.83388066492499,0.015,21.37892479991611,1,21.37892479991611,2025-10-04 09:05:39.102712751
134,2025-09-01,job_seeker,free,6,95.83731365719552,0.0048,249.83799775101204,0,120.0,2025-12-30 00:00:00.000000000
135,2025-09-25,job_seeker,free,4,71.66646807203472,0.015,11.058524211328304,1,11.058524211328304,2025-10-06 01:24:16.491858765
136,2025-09-07,interviewer,premium,5,89.70474279431608,0.002064,55.38640103471552,1,55.38640103471552,2025-11-01 09:16:25.049399419
137,2025-09-09,job_seeker,free,4,76.08496792434227,0.015,51.0303705651967,1,51.0303705651967,2025-10-30 00:43:44.016832994
138,2025-09-24,interviewer,premium,5,66.63307618929201,0.002064,392.8251023707298,0,120.0,2026-01-22 00:00:00.000000000
139,2025-09-01,job_seeker,free,8,106.21889418580822,0.0048,23.49635676495785,1,23.49635676495785,2025-09-24 11:54:45.224492353
140,2025-09-12,recruiter,free,4,90.71650589236009,0.015,221.94296722879122,0,120.0,2026-01-10 00:00:00.000000000
141,2025-09-08,job_seeker,free,2,77.81187951815897,0.015,56.77618803243453,1,56.77618803243453,2025-11-03 18:37:42.646002340
142,2025-09-24,recruiter,free,2,84.19195619772475,0.015,10.91582064354724,1,10.91582064354724,2025-10-04 21:58:46.903602478
143,2025-10-01,interviewer,premium,3,62.015775620364096,0.00645,57.85371856608438,1,57.85371856608438,2025-11-27 20:29:21.284109692
144,2025-09-11,job_seeker,free,6,62.43826184818694,0.0048,335.5436809037088,0,120.0,2026-01-09 00:00:00.000000000
145,2025-09-19,job_seeker,free,4,88.36908344193054,0.015,49.38161928642192,1,49.38161928642192,2025-11-07 09:09:31.906346852
146,2025-09-17,recruiter,free,3,75.05756854500144,0.015,13.895843384376589,1,13.895843384376589,2025-09-30 21:30:00.868410138
147,2025-09-08,job_seeker,free,4,73.13018933758543,0.015,7.235404069483884,1,7.235404069483884,2025-09-15 05:38:58.911603408
148,2025-09-03,job_seeker,free,3,71.54474766047211,0.015,37.56523065814711,1,37.56523065814711,2025-10-10 13:33:55.928863909
149,2025-09-03,job_seeker,free,8,76.82480922562935,0.0048,85.75124745893058,1,85.75124745893058,2025-11-27 18:01:47.780451603
150,2025-09-01,job_seeker,premium,4,71.94900706138449,0.00645,165.4067280701303,0,120.0,2025-12-30 00:00:00.000000000
151,2025-09-27,interviewer,free,8,50.61431067754288,0.0048,540.3261998287682,0,120.0,2026-01-25 00:00:00.000000000
152,2025-09-05,interviewer,free,4,91.99050320193962,0.015,18.977357120131035,1,18.977357120131035,2025-09-23 23:27:23.655179318
153,2025-09-10,job_seeker,free,4,73.67327565793457,0.015,128.8424114913206,0,120.0,2026-01-08 00:00:00.000000000
154,2025-09-07,job_seeker,free,1,96.97834355565634,0.015,168.76800754000558,0,120.0,2026-01-05 00:00:00.000000000
155,2025-09-26,interviewer,premium,3,53.85364468590885,0.00645,360.12625207231633,0,120.0,2026-01-24 00:00:00.000000000
156,2025-09-09,job_seeker,free,8,53.80656812883589,0.0048,632.9513766094631,0,120.0,2026-01-07 00:00:00.000000000
157,2025-09-28,job_seeker,free,6,71.69503757379313,0.0048,384.55165921042186,0,120.0,2026-01-26 00:00:00.000000000
158,2025-09-07,recruiter,free,6,86.73032782247557,0.0048,187.5285257330016,0,120.0,2026-01-05 00:00:00.000000000
159,2025-09-09,interviewer,free,9,60.36399334167068,0.0048,109.86915134459736,1,109.86915134459736,2025-12-27 20:51:34.676173215
160,2025-09-08,interviewer,free,4,59.89826333609508,0.015,45.11062838451664,1,45.11062838451664,2025-10-23 02:39:18.292422234
161,2025-09-12,interviewer,premium,3,79.46342806452486,0.00645,319.46032629440145,0,120.0,2026-01-10 00:00:00.000000000
162,2025-09-02,job_seeker,premium,8,71.24551600057538,0.002064,173.77646511211614,0,120.0,2025-12-31 00:00:00.000000000
163,2025-09-01,interviewer,premium,3,81.52895893314295,0.00645,26.895323701396904,1,26.895323701396904,2025-09-27 21:29:15.967800692
164,2025-09-16,job_seeker,free,2,71.46060236103119,0.015,10.118394863456594,1,10.118394863456594,2025-09-26 02:50:29.316202650
165,2025-09-23,job_seeker,free,2,79.6216473936598,0.015,116.96216855674805,1,116.96216855674805,2026-01-17 23:05:31.363303035
166,2025-09-23,job_seeker,free,7,91.39359886736082,0.0048,298.60957397232534,0,120.0,2026-01-21 00:00:00.000000000
167,2025-09-30,job_seeker,free,5,60.389438498928044,0.0048,143.4268576664162,0,120.0,2026-01-28 00:00:00.000000000
168,2025-09-24,interviewer,premium,6,89.21744416579352,0.002064,155.7201062441345,0,120.0,2026-01-22 00:00:00.000000000
169,2025-09-05,job_seeker,free,5,54.55023037592014,0.0048,235.83398671924968,0,120.0,2026-01-03 00:00:00.000000000
170,2025-09-03,job_seeker,premium,9,82.31203888603937,0.002064,18.987952965353752,1,18.987952965353752,2025-09-21 23:42:39.136206568
171,2025-09-12,job_seeker,premium,4,92.03123003235649,0.00645,130.21041564600725,0,120.0,2026-01-10 00:00:00.000000000
172,2025-09-08,job_seeker,free,5,68.71118371616724,0.0048,105.87590490775325,1,105.87590490775325,2025-12-22 21:01:18.184029885
173,2025-09-22,interviewer,free,7,82.73466137030033,0.0048,793.8235025375568,0,120.0,2026-01-20 00:00:00.000000000
174,2025-09-27,job_seeker,free,3,69.1548821166055,0.015,47.22554393817695,1,47.22554393817695,2025-11-13 05:24:46.996258484
175,2025-09-03,interviewer,free,8,82.0245736095237,0.0048,167.40830978280385,0,120.0,2026-01-01 00:00:00.000000000
176,2025-09-01,job_seeker,premium,5,47.89800772428542,0.002064,603.7087405187058,0,120.0,2025-12-30 00:00:00.000000000
177,2025-09-03,job_seeker,free,5,76.94587996904897,0.0048,138.0609638478788,0,120.0,2026-01-01 00:00:00.000000000
178,2025-09-05,interviewer,free,2,79.74469156612156,0.015,16.955718946422582,1,16.955718946422582,2025-09-21 22:56:14.116970912
179,2025-09-15,job_seeker,free,8,91.13618341287732,0.0048,160.54760532602154,0,120.0,2026-01-13 00:00:00.000000000
180,2025-09-14,interviewer,premium,9,86.10306649535778,0.002064,1398.8451633994164,0,120.0,2026-01-12 00:00:00.000000000
181,2025-09-03,job_seeker,free,3,73.06516737122993,0.015,35.16545906337772,1,35.16545906337772,2025-10-08 03:58:15.663075833
182,2025-09-01,job_seeker,premium,4,78.2167775753837,0.00645,176.4826196203766,0,120.0,2025-12-30 00:00:00.000000000
183,2025-09-05,recruiter,free,4,57.64660290112449,0.015,254.55120497701827,0,120.0,2026-01-03 00:00:00.000000000
184,2025-09-26,job_seeker,premium,4,94.72889925648202,0.00645,274.6511571886045,0,120.0,2026-01-24 00:00:00.000000000
185,2025-09-23,job_seeker,premium,9,83.29391277986485,0.002064,521.3047014182199,0,120.0,2026-01-21 00:00:00.000000000
186,2025-10-01,interviewer,free,5,52.66919076947087,0.0048,277.45684878040294,0,120.0,2026-01-29 00:00:00.000000000
187,2025-09-14,job_seeker,free,6,77.95184457753784,0.0048,574.2607494001471,0,120.0,2026-01-12 00:00:00.000000000
188,2025-09-07,interviewer,premium,7,78.86808533373556,0.002064,1556.5395153696973,0,120.0,2026-01-05 00:00:00.000000000
189,2025-09-27,job_seeker,free,11,65.71267324964568,0.0048,723.4876142611597,0,120.0,2026-01-25 00:00:00.000000000
190,2025-09-09,recruiter,premium,10,76.16238642751414,0.002064,476.03765842961747,0,120.0,2026-01-07 00:00:00.000000000
191,2025-09-15,interviewer,free,7,64.50623762022339,0.0048,101.18005396860835,1,101.18005396860835,2025-12-25 04:19:16.662887757
192,2025-09-15,interviewer,premium,4,58.14482912752101,0.00645,22.153943740679704,1,22.153943740679704,2025-10-07 03:41:40.739194726
193,2025-09-26,recruiter,premium,5,67.63983620851135,0.002064,235.96146680951725,0,120.0,2026-01-24 00:00:00.000000000
194,2025-09-10,job_seeker,premium,4,77.0590831096714,0.00645,444.01904193645674,0,120.0,2026-01-08 00:00:00.000000000
195,2025-09-28,recruiter,free,5,86.1399808005148,0.0048,459.4649772316951,0,120.0,2026-01-26 00:00:00.000000000
196,2025-09-13,job_seeker,free,6,75.83782141045822,0.0048,154.50472595252555,0,120.0,2026-01-11 00:00:00.000000000
197,2025-09-19,job_seeker,free,6,86.25709642727651,0.0048,160.4258255840826,0,120.0,2026-01-17 00:00:00.000000000
198,2025-10-01,job_seeker,free,0,82.78443693244861,0.015,24.633346236217804,1,24.633346236217804,2025-10-25 15:12:01.114809217
199,2025-09-07,job_seeker,free,4,62.5752234499457,0.015,40.40446251583361,1,40.40446251583361,2025-10-17 09:42:25.561368023
200,2025-09-17,job_seeker,free,4,82.69323644450276,0.015,83.55552397602442,1,83.55552397602442,2025-12-09 13:19:57.271528508
201,2025-09-20,interviewer,premium,7,83.02492083145674,0.002064,249.4598166466131,0,120.0,2026-01-18 00:00:00.000000000
202,2025-09-29,interviewer,free,9,95.90161256924353,0.0048,43.38230771716203,1,43.38230771716203,2025-11-11 09:10:31.386762796
203,2025-09-04,recruiter,free,3,79.92785233602783,0.015,51.89327914816665,1,51.89327914816665,2025-10-25 21:26:19.318401594
204,2025-09-30,job_seeker,free,3,60.1839114262496,0.015,17.021804573737253,1,17.021804573737253,2025-10-17 00:31:23.915170902
205,2025-09-05,interviewer,free,4,68.3510304439173,0.015,244.0520134949663,0,120.0,2026-01-03 00:00:00.000000000
206,2025-09-23,job_seeker,free,3,52.76931438288647,0.015,32.99024754757856,1,32.99024754757856,2025-10-25 23:45:57.388110791
207,2025-09-07,job_seeker,premium,5,81.1257302256696,0.002064,1164.8401077867577,0,120.0,2026-01-05 00:00:00.000000000
208,2025-09-13,job_seeker,premium,7,94.8476104893365,0.002064,123.84076529647655,0,120.0,2026-01-11 00:00:00.000000000
209,2025-09-15,job_seeker,free,2,46.306230121805555,0.015,13.982998077190135,1,13.982998077190135,2025-09-28 23:35:31.033869224
210,2025-09-11,interviewer,free,8,95.3547641102829,0.0048,199.88795299892223,0,120.0,2026-01-09 00:00:00.000000000
211,2025-09-29,job_seeker,premium,5,80.96685003647227,0.002064,732.2235158396055,0,120.0,2026-01-27 00:00:00.000000000
212,2025-09-04,job_seeker,free,6,62.08102015011344,0.0048,174.26540964708738,0,120.0,2026-01-02 00:00:00.000000000
213,2025-09-13,job_seeker,free,4,78.08033567391061,0.015,17.406630224348454,1,17.406630224348454,2025-09-30 09:45:32.851383710
214,2025-09-07,job_seeker,free,5,62.46806787162811,0.0048,8.048130094416544,1,8.048130094416544,2025-09-15 01:09:18.440157585
